title,article_text,article_date,source
"Melai Cantiveros, may bagong show sa PIE Channel","MAYNILA -- Parte na ng ""PIEmily"" sa PIE Channel ang komedyante at host na si Melai Cantiveros.,Ito ang kinumpirma ni Cantiveros sa pamamagitan ng social media post na inilabas ng PIE Channel. ,""Kung anong show ito abangan,"" ani Cantiveros sa isang TikTok video.,Base na rin sa video, malalaman ang pinakabagong show ni Cantiveros sa Setyembre 17, 2022.,Sa kanyang Instagram post, nagpasalamat naman si Cantiveros sa pagtanggap at pagpili sa kanya bilang bagong miyembro ng PIE Channel.,""Yehey nakakaexcite baya tu guys salamat Salamat @iampieofficial family sa pag welcome and pagpili Soon na malapit na malapit na tlaga,"" ani Cantiveros.,Sa ngayon, isa si Cantiveros sa mga host ng pang-umagang programa ng ABS-CBN na ""Magandang Buhay"" kasama sina Jolina Magdangal at Regine Velasquez.",Sep 01 2022 01:43 PM,https://news.abs-cbn.com/entertainment/09/01/22/melai-cantiveros-may-bagong-show-sa-pie-channel
"Mga modern jeep, aarangkada na sa rutang Cubao-Divisoria","MAYNILA — Aarangkada na rin sa rutang Cubao-Divisoria ang mga modern jeepney.,Pinasinayaan ngayong Huwebes ang pagbubukas ng corporate consolidator ng modern jeepneys na target maserbisyuhan ang mga pasahero sa Cubao, Divisoria, at mga papasok sa mga paaralan sa University Belt ngayong may face-to-face classes na.,Mga dati nang operators sa rutang Cubao-Divisoria ang katuwang sa programa.,Ayon sa isa sa founders ng corporate consolidator na si Brian Cu, bukod sa upgrade sa jeepney units ay kasama sa modernisasyon ang pagbabago ng sistema sa public utility jeepneys.,“Modernization is not just modernizing the look of the vehicle. It is also how the system is managed. We have salary system where drivers have fixed income. Hindi lang upgrading ng jeep, but the way jeeps are run,” ayon kay Cu.,Isa sa mga lumipat sa pagiging driver ng modern jeepney ay galing sa pagmamaneho ng traditional jeepney nang higit kalahating taon. Mas panatag aniya ang loob niya sa pagmamaneho dahil sa mga CCTV camera na naka-install sa mga unit.,“Iwas-holdap kasi may CCTV po kami. Sa traditional po, nagiging cause ng aksidente kasi naghahabulan sa pasahero kasi sa boundary. Dito hindi tensyonado na kailangan maka-quota,"" ayon sa tsuper na si Raymond Trillo.,Nakabinbin pa naman sa Land Transportation Franchising and Regulatory Board (LTFRB) ang petisyon sa taas-pasahe sa mga PUJ.,
 ,
Ayon kay Atty. Zona Rosset Tamayo, Director ng LTFRB-NCR, dumaan na sa hearing ang petisyon.,“Sa ngayon, nakasalang po sa Board ang petition for PUJs – traditional and modern PUJs po ‘yan at pinag-aaralan po ng Board. In the next few weeks magkakaroon ng decision,” ani Tamayo.,Nasa P13 ang minimum fare ngayon sa modern jeep habang P11 naman sa traditional jeep.",Sep 01 2022 05:14 PM,https://news.abs-cbn.com/news/09/01/22/mga-modern-jeep-aarangkada-na-sa-cubao-divisoria
30 estudyante biktima umano ng sexual harassment sa eskuwelahan sa Bacoor,"Nagsasagawa ng sariling imbestigasyon ang Commission on Human Rights (CHR) sa Calabarzon region kaugnay sa umano'y mga insidente ng sexual harassment sa mga estudyante ng isang eskuwelahan sa Bacoor, Cavite.,Nasa 30 estudyante na mga biktima umano ng sexual harassment sa isang high school sa Bacoor ang sinusubukang kausapin ng CHR para makuha ang kanilang affidavit, sabi ngayong Huwebes ng regional director ng komisyon na si Rexford Guevarra.,Handa rin umano ang CHR na tulungan ang mga estudyante na magsampa ng kaukulang kaso, at bigyan sila ng psycho-social at financial assistance kung kinakailangan.,""We will evaluate their cases when we gather their affidavits. And we can also assist them in filing the necessary charges,"" ani Guevarra.,Nababahala rin si Guevarra dahil hindi ito ang unang insidente ng sexual harassment sa paaralan sa rehiyon na kanilang natanggap. ,""There's another one in Laguna na amin din siyang ini-investigate. So, very alarming kasi parang dumadami siya,"" aniya.,Sa isang press conference, hinimok din ni Department of Education (DepEd) Spokesperson Michael Poa ang mga biktima na maghain ng pormal na reklamo para mapalakas sakaling may gugulong na kaso.,""Although nagtutuloy iyong imbestigasyon natin, ang problema is walang masyadong mga complainants na nagpa-file ng kanilang affidavits,"" ani Poa.,Nauna nang kumalat sa social media ang mga umano'y malisyosong komento ng ilang guro sa nasabing high school sa mga estudyante.,Kumalat ang mga screenshot ng mga mensahe ng mga guro sa mga estudyante na mistula umano silang sinusubukang pagsamantalahan.,Mayroon ding nag-alok ng pera at gustong makipagrelasyon sa estudyante.,Ayon sa schools division office (SDO) ng DepEd sa Bacoor, 7 guro ang isinailalim sa imbestigasyon dahil sa reklamong sexual harassment.,Hindi muna pinagtuturo ang mga akusadong guro.,Sinabi rin ni Poa na maaaring mapatalsik ang mga guro kung mapapatunayang guilty.,Nakipagpulong na rin si DepEd Sara Duterte sa child protection unit ng kagawaran para mapalakas ang programa na layong masawata ang pang-aabuso sa mga eskuwelahan.,Sa Senado, nakatakda ring talakayin ang mga isyu ng harassment at pang-aabuso sa mga eskuwelahan sa pagdinig kasunod ng inihaing resolusyon ni Sen. Risa Hontiveros.",Sep 01 2022 07:31 PM,https://news.abs-cbn.com/news/09/01/22/30-estudyante-biktima-umano-ng-sexual-harassment-sa-eskuwelahan-sa-bacoor
"Karakter na Valentina, lalabas na sa 'Darna'",,Sep 01 2022 07:55 PM,https://news.abs-cbn.com/video/entertainment/09/01/22/karakter-na-valentina-lalabas-na-sa-darna
Sundalong suspek sa pagpatay ng barangay captain sa Leyte tiklo,"Arestado ang isang sundalong suspek sa pagpatay ng isang barangay chairman sa bayan ng Javier, Leyte.,May ranggong army sergeant ang hinuli at na naka-destino sa Brgy. Guirang, bayan ng Basey, Samar. Inaresto siya Lunes sa Tacloban City.,Ayon sa mga awtoridad nitong Miyerkoles, isa sa mga salarin umano ang suspek sa pagbaril kay Joel Riños ng Brgy. Inayupan, Javier. noong Agosto 22.,Isinailalim sa surveillance ang suspek matapos ang pamamaril matapos siya makita sa CCTV footage ng barangay at nakilala rin ito ng witness nang mangyari ang krimen.,Ayon pa sa impormasyon, nilapitan ng mga awtoridad ang suspek para tanungin sa nangyaring krimen at nagpakilala itong kasapi ng Armed Forces of the Philippines.,Nang magpakilala ang suspek boluntaryo rin nitong binuksan ang u-box ng minamanehong motorsiklo at dito napansin umano ng mga awtoridad ang isang caliber .45 pistol na kargado ng mga bala.,Nang hanapan ito ng mga dokumento tungkol sa baril, wala siyang naipakita.,Nasa kustodiya na ng Tacloban City Police Office ang suspek at nakasuhan na siya sa paglabag ng Comprehensive Firearms and Ammunition Regulation Act.,Inihahanda naman ang isasampang kaso na may kinalaman sa pagpatay ni Riños.",Sep 01 2022 04:16 AM,https://news.abs-cbn.com/news/09/01/22/suspek-sa-pagpatay-ng-barangay-captain-sa-leyte-tiklo
"Bangkay na nakasilid sa sako, nakita sa dagat sa Davao City","
Isang bangkay na isinilid sa sako ang nakitang palutang-lutang sa dagat sa Barangay Centro Agdao sa Davao City, Miyerkoles. ,Nakita ng 2 mangingisda ang nasabing sako bandang alas-11 ng umaga at nang lapitan ay tumambad sa kanila ang tiyan ng isang tao, ayon sa pulisya. ,
 ,
Agad umanong tumawag ng saklolo ang mga mangingisda sa coast guard. Sinamahan sila ng isang kawani nito sa kinaroroonan ng bangkay at hinila ito malapit sa dalampasigan. ,Doon nakita ang idinikit na plywood sa sako na may nakasulat na, ""Holdaper ako ng panel sa Davao City."" ,Nasa 35 hanggang 40 anyos ang lalaking biktima, may taas na 5’4 hanggang 5’6 at nakasuot ng blue boxer shorts. ,Iniimbestigahan pa ng mga awtoridad ang nasabing krimen. ",Aug 31 2022 07:05 PM,https://news.abs-cbn.com/news/08/31/22/bangkay-na-nakasako-nakita-sa-dagat-sa-davao-city
"Away sa religious group, tinitingnang sanhi ng pagsunog sa 84-anyos na lola",,Sep 01 2022 08:50 AM,https://news.abs-cbn.com/video/news/09/01/22/away-sa-religious-group-tinitingnang-sanhi-ng-pagsunog-sa-84-anyos-na-lola
Ika-4 sunod na bawas-singil sa LPG asahan sa Setyembre,"MAYNILA - Nagbabadyang bumaba ang presyo ng liquefied petroleum gas ngayong Setyembre, ayon sa mga taga-industriya. ,Ito na ang ika-4 sunod na buwan na nagkaroon ng bawas-singil sa LPG.,Bunsod ito sa pagbaba ng contract price. ,Tinatantiyang bababa nang P1.50 hanggang P2 kada kilo ang presyo ng LPG,Bago pa man nagsimula ang Setyembre, nag-anunsiyo na ang Petron na magpapatupad ito ng P1.75 kada kilong rollback. ,Bababa rin ang presyo ng AutoLPG ng P0.98 kada litro. ",Aug 31 2022 07:35 PM,https://news.abs-cbn.com/business/08/31/22/ika-4-sunod-na-bawas-singil-sa-lpg-asahan-sa-setyembre
"KC Concepcion, Apl De Ap, naging magkarelasyon ba?",,Aug 31 2022 08:02 PM,https://news.abs-cbn.com/video/entertainment/08/31/22/kc-concepcion-apl-de-ap-naging-magkarelasyon-ba
"Mga UP students, mariing tinututulan ang anila'y budget cut sa edukasyon","Kahit umuulan, itinuloy ng mga estudyante ng University of the Philippines (UP) ang kanilang kilos protesta bago magtanghali ng Miyerkoles sa Palma Hall sa loob ng UP campus sa Diliman, Quezon City.,Humigit-kumulang 60 estudyante ang nakilahok sa protesta laban sa anila'y budget cuts pagdating sa edukasyon para sa susunod na taon.,""Maraming mag-aaral ang hindi alam kung paano uusad sa susunod na akademikong taon, nag-uunahan sa financial assistance, nahihirapan sa ekonomikong pangangailangan na ugat pa rin ng nagbabadyang budget cut sa pamantasan,"" ani Latrell Felix, chairperson ng University Student Council ng UP Diliman.,Para sa mga Iskolar ng Bayan, edukasyon ang dapat na prayoridad at paglaanan ng malaking budget dahil may nararanasang krisis sa edukasyon ngayon.,Ibig sabihin, kung tumaas na ang matrikula/tuition ng pamantasan, mas inaccesible ang edukasyon sa mga mag-aaral. Dahil sa hirap, ang iba ay hindi na tumutuloy sa pag-aaral, anila.,Hiling rin ng mga taga-UP sa pamahalaan na tigilan na ang 'red-tagging' sa kanila o sa mga estudyanteng aktibista.,Imbes na maglaan ng malaking budget para sa mga ahensya ng gobyerno na umaatake o nagre-""red tag"" sa kanila, ibigay na lang umano ang budget sa sektor ng edukasyon na totoong nangangailangan nito.,Kabilang sa mga isinusulong ng student leaders ang pagsasaayos ng pasilidad ng mga pamantasan o 'retrofitting' ng school facilities, lalo na't may mga eskwelahang binabaha kahit mahina lang ang ulan.,Hiling rin nilang makapaglaan ng budget para sa pangkulusugang pangangailangan ng mga estudyante ngayong balik na ang in-person o face-to-face classes.,Sa ipinapanukalang P5.268-trillion budget para sa susunod na taon, ang sektor ng edukasyon at imprastraktura ang may pinakamalaking matatanggap.,Mahigit P800 billion ang para sa edukasyon, at P1.196 trillion naman para sa infrastructure development.,Pero ang proposed budget para sa buong UP system ay mas mababa ng P2.5 billion kumpara sa inilaan sa kasalukuyang taon na P24.39 billion. Base sa National Expenditure Program (NEP) for 2023, nasa P21.85 billion lang ang proposed budget para sa UP system.,Ang proposed 2023 budget ng UP ay mahahati sa mga sumusunod: P10.86 billion para sa higher education program; P1.3 billion para sa advanced education program; P747.45 million para sa research program; P396.74 million para sa technical advisory extension program; at, P5.93 billion para sa hospital services.,Ang UP system ang nagpapatakbo sa Philippine General Hospital. Sa taong ito, may P6.3 billion budget ang UP system Hospital Services. Walang nakalaang budget para sa capital outlay sa hospital services sa susunod na taon.,May paliwanag naman ang Department of Budget and Management sa mga pagkakaiba sa budget.,""The seeming decrease of P2.5 billion in UP's budget in the 2023 NEP as compared to 2022 is attributable to the upward adjustments made by Congress in the 2022 GAA for various capital outlay projects for infrastructure projects and purchase of hospital equipment for the Philippine General Hospital, which are one-time or non-recurring expenditures,"" sabi ni DBM.,""Rest assured that the education sector shall remain as being the highest budgetary priority of this administration as mandated by the Constitution, with an 8.2 percent increase in the proposed FY 2023 NEP, at Php852.8-Billion,"" dagdag pa nila. ",Aug 31 2022 07:49 PM,https://news.abs-cbn.com/news/08/31/22/mga-up-students-tutol-sa-anilay-budget-cut-sa-edukasyon
Gusali ng CCP isasara nang hanggang 3 taon para sa retrofitting,"Isasara nang dalawa hanggang tatlong taon ang gusali ng Cultural Center of the Philippines (CCP) para bigyang daan ang retrofitting, sabi ngayong Huwebes ng pangulo nito.,Sa organizational briefing ng Senate Committee on Culture and the Arts, sinabi ni CCP President Margarita Moran-Floirendo na isasara ang CCP simula Enero 1, 2023.,Nang buksan aniya ang Little Theater ng CCP, nakitaan ito ng mga bitak. Kaya inirekomenda ang total closure ng CCP para sa retrofitting.,Kakailanganin umano ng P400 milyon para sa renovation pa lang ng CCP at posible pang lumaki depende sa makikita na dapat pang i-renovate.,""The CCP is closing its doors in January 2023 because we are now renovating the whole building and structurally retrofitting. So we will need more funds than what we expected,"" ani Moran-Floirendo.,""We did not expect to move out and because when they started to open the little theater, they saw structural retrofitting are needed. So the whole staff are moving out of the building,"" dagdag niya.,Mangangailangan din umano ang CCP ng dagdag-pondo dahil sa pagsara ng buong gusali ng CCP, kakailanganin nilang magrenta ng mga opisina at teatro para sa mga performance.,Sa Nobyembre uumpisahang bakantehin ang CCP Main Building para pagdating ng Enero ay masimulan na agad ang renovation.,Sa Marso 15, 2025 naman inaasahang muling mabubuksan sa publiko ang gusali.,Sa kabila naman ng pagsasara ng gusali ng CCP ay tuloy umano ang kanilang mga programa at plano na umikot sa iba-ibang bahagi ng bansa.",Sep 01 2022 01:26 PM,https://news.abs-cbn.com/news/09/01/22/gusali-ng-ccp-isasara-nang-hanggang-3-taon
Ilang proyekto maaapektuhan kung kakaltasan ang budget ng UP-PGH,,Aug 31 2022 07:57 PM,https://news.abs-cbn.com/video/news/08/31/22/ilang-proyekto-maaapektuhan-kung-kakaltasan-ang-budget-ng-up-pgh
John Arcilla pinarangalan bilang 'Kampeon ng Wika',,Aug 31 2022 08:21 PM,https://news.abs-cbn.com/video/entertainment/08/31/22/john-arcilla-pinarangalan-bilang-kampeon-ng-wika
Taas-singil sa kuryente nagbabadya,,Aug 31 2022 08:07 PM,https://news.abs-cbn.com/video/business/08/31/22/taas-singil-sa-kuryente-nagbabadya
Pagluluwag ng face mask protocol sa Cebu City tuloy,,Sep 01 2022 08:06 PM,https://news.abs-cbn.com/video/news/09/01/22/pagluluwag-ng-face-mask-rule-sa-cebu-city-tuloy
Lalaking may autism hinangaan sa mga donasyong crayon sa paaralan sa Aklan,"Nagmistulang Santa Claus ang isang lalaking may autism nang handugan niya ng kahon-kahon ng crayons ang isang paaralan sa Balete, Aklan.,Kwento ng principal na si Juliet Justo, bigla na lang dumating sa Calizo Elementary School noong August 23 si Christopher Francisco na may bitbit na sako.,Laman ng sako ang 80 kahon ng crayons na kaniyang donasyon para sa mga mag-aaral.,“Naluha kami sa hindi malamang feelings … may malasakit siya sa mga bata lalo na sa mga walang kayang bumili nitong gamit na mostly ginagamit ng mga bata araw-araw. Grabe ang effort niya,” ani Justo.,Mula sa hinihingi niya sa mga tao na tig-P5 barya at inipon ng mahigit dalawang taon ang ginamit ni Francisco na pambili ng crayon.,Lalo pa silang humanga kay Francisco na nagawang tumulong sa kabila ng kaniyang kalagayan.,“May autism spectrum disorder siya kaya parang hindi talaga kami makapaniwala na magawa niya ‘yun. Chris, thank you talaga ng sobra, sobra. May our Almighty God protect ang bless you,” ani Justo.,Personal din ipimahagi ni Francisco sa mga mag-aaral ang donasyon sa flag-raising ceremony noong Lunes.,Binigyan naman siya ng paaralan ng certificate of appreciation at token na magic mug.—Ulat ni Harris Julio",Sep 01 2022 07:20 AM,https://news.abs-cbn.com/life/09/01/22/lalaking-may-autism-hinangaan-sa-mga-donasyong-crayon
"Telco companies, LGUs nagsanib-puwersa vs. nakawan ng cable",,Aug 31 2022 08:16 PM,https://news.abs-cbn.com/video/business/08/31/22/telco-companies-lgus-nagsanib-puwersa-vs-nakawan-ng-cable
Panukalang pagsuspende ng mother tongue bilang wikang panturo tinutulan,"Tutol ang ilang grupo at dalubhasa sa panukalang pagsuspende sa paggamit ng mother tongue bilang wikang panturo sa mga unang taon ng pag-aaral ng mga estudyante.,""Nakakalito at nakakagulo ng galaw ng kasalukuyang gobyerno,"" ani Ricardo Nolasco, isang linguist mula sa University of the Philippines.,""Gusto nila baguhin agad ang mga bagay na napagkasunduan sa nakaraang panahon. Ito ay masamang bagay, magke-create ng confusion,"" aniya.,Binigyang diin naman ng Linguistic Society of the Philippines na mas madaling matuto ang mga bata kung ituturo ang mga konsepto gamit ang mother tongue o una nilang wika.,Bagaman may mga hamon sa pagpapatupad ng mother tongue bilang medium of instruction o wikang panturo, dapat anilang gumawa ng hakbang para mapagtibay ito sa halip na suspendihin.,Ayon naman kay Komisyon sa Wikang Filipino Chairman Arthur Casanova, may mga pag-aaral sa kagandahan ng paggamit ng katutubong wika sa pag-aaral.,Pero handa umanong suportahan ng komisyon ang ano mang kahihinatnan ng mga isinusulong na panukalang batas.,""Kung ano man ang patakaran na lalabas, iyan po ay nasa kamay ng Kagawaran ng Edukasyon, at kami sa Komisyon sa Wikang Filipino ay nagsasabi na kami po sumusuporta sa paglinang, pag-develop, pagpapalaganap, paggamit ng wikang pambansang Filipino at mga katutubong wika,"" ani Casanova.,Binitawan ang mga reaksiyon kasunod ng paghain ni Baguio City Rep. Mark Go ng panukalang layong suspendehin ang paggamit ng mother tongue sa pagtuturo ng mga bata sa Kindergarten hanggang Grade 3.,Ipinaliwanag ni Go na ito ay para bigyang daan ang assessment na gagawin ng Second Congressional Commission on Education kaugnay sa polisiya. ,Ayon pa kay Go, bukod sa minsang hindi nagtutugmang wika ng mga guro at mag-aaral, kulang din sa text books at iba pang instructional material para masuportahan ang mother tongue-based multilingual education.,May mga survey din aniyang nagsasabing mayorya ng mga Pilipino ay mas maalam sa Filipino at English, at ang mga ito rin ang mas ginagamit sa komersiyo at mass media.,May kapareho ring panukala si Pasig Rep. Roman Romulo.",Aug 31 2022 07:31 PM,https://news.abs-cbn.com/news/08/31/22/panukalang-pagsuspende-ng-mother-tongue-bilang-wikang-panturo-tinutulan
Ilang guro di pa nababawi ang perang nawala sa payroll account noong 2021,,Aug 31 2022 08:42 PM,https://news.abs-cbn.com/video/news/08/31/22/ilang-guro-di-pa-nababawi-ang-perang-nawala-sa-payroll-account
DSWD offices sa Davao tigil muna sa pagtanggap ng educ'l cash aid applications,"Pansamantalang itinigil ng Department of Social Welfare and Development Region XI ang pagtanggap ng aplikasyon para sa educational cash aid program ng pamahalaan simula ngayong Miyerkoles.,Lahat ng provincial satellite offices ng ahensya, bukod sa regional office mismo, ay hindi muna tumanggap ng mga aplikasyon para sa educational aid sa ilalim ng Assistance to Individuals in Crisis Situations (AICS) program.,Sinuspende rin ang drop box system o ang pagpila para maihulog ng mga aplikante ang kanilang requirements, sabi ng DSWD XI.,Ang suspensyon ay dahil sa dami na ng mga dokumentong kanilang natanggap sa buong rehiyon mula sa 150,000 aplikante.,“Tatapusin muna ng DSWD XI ang pagproseso ng mga naunang natanggap namin na mga dokumento,” ayon sa pahayag ng DSWD XI sa kanilang Facebook page.,Panawagan ng DSWD sa mga nais makabenepisyo ng cash aid na maghintay sa mga opisyal na pahayag mula sa kanilang ahensya.,Nilinaw naman ng DSWD na patuloy pa rin ang payout sa mga pumasa sa assessment at dati nang nakapagsumite ng kanilang requirements.,Umani naman ng iba’t ibang reaksyon mula sa mga taga-Davao region ang anunsyo ng DSWD XI.,Karamihan sa kanila ay umaasa na babalik agad ang processing lalo’t kailangan nila ang ayuda.,Iminungkahi rin ng ilan na idaan sa barangay ang pamamahagi ng educational cash aid.,Sa ilalim ng programa, makatatanggap ng P1,000 ang nasa elementary; P2,000 ang nasa high school; P3,000 ang nasa senior high school; at P4,000 ang nasa vocational at college level. Hindi lalagpas sa tatlong estudyante ang maaaring makatanggap sa bawat pamilya.,Mahigit 153,000 mahihirap na estudyante sa buong bansa ang nakatanggap na ng naturang ayuda magmula nang mamigay ang DSWD noong Agosto 20. Aabot sa P387.9 million mula sa P1.5 billion budget para sa programa ang naipamigay na.,Nakatakda sa Setyembre 24 ang huling araw ng pamimigay ng ayuda. Tinatayang aabot sa 400,000 ang makatatanggap nito.",Aug 31 2022 08:03 PM,https://news.abs-cbn.com/news/08/31/22/dswd-offices-sa-davao-tigil-muna-sa-pagtanggap-ng-educl-aid-applications
Pag-aaral ng General Education hinahanap ng mga employer sa mga aplikante: grupo,,Aug 30 2022 11:54 PM,https://news.abs-cbn.com/video/spotlight/08/30/22/mga-employer-kontra-sa-pagtanggal-ng-general-education
Ano ang sakop ng TRO sa no-contact apprehension?,,Aug 31 2022 08:27 PM,https://news.abs-cbn.com/video/news/08/31/22/ano-ang-sakop-ng-tro-sa-no-contact-apprehension
40th anniversary concert ni Martin Nievera star-studded,,Aug 30 2022 09:02 PM,https://news.abs-cbn.com/video/entertainment/08/30/22/40th-anniversary-concert-ni-martin-nievera-star-studded
"Pulis, 2 magsasaka tiklo buy-bust sa Tuguegarao","Timbog ng Philippine Drug Enforcement Agency (PDEA) ang isang pulis at dalawang magsasaka sa drug buy-bust operation sa Tuguegarao City, Cagayan nitong Lunes ng hapon.,Ayon kay Lala Tomas, information officer ng PDEA Region 2, nangyari ang operasyon sa isang paupahang bahay sa Barangay Carig Sur bandang 1:15 ng hapon. Target ng operasyon ang dalawang magsasaka na kapwa taga-Kalinga.,“Itong dalawa, dati na itong nahuli sa Kalinga, mga plea bargainers. Pero tinuloy pa rin nila ang pagbebenta, so na-timingan nga,” sabi ni Tomas.,Nakumpiska ang dalawang sachet na naglalaman ng hinihinalang shabu na tumitimbang humigit-kumulang limang gramo at nagkakahalaga ng P34,000.,Narekober din ng ilang drug paraphernalia kabilang ang dalawang piraso ng rolled foil at apat na lighter.,“Kaya may rolled foil kasi nag-pot session muna sila. Kaya nagpositive itong dalawa,” ani Tomas.,Naaresto din ang ang isang 30-anyos na taga-Tabuk City, Kalinga at nakadestinong pulis sa Maynila.,“Ang sabi ng pulis, sa kaniya ‘yung sasakyan, hired lang siya ng dalawa na pumunta ng Tuguegarao. Nagpaalam lang daw sa boss niya, 2 months na pa lang hindi pumapasok dahil may balak mag-abroad, ‘yun naman ang kwento niya … Nandun din siya sa area kaya kailangan talaga siyang huliin,” ani Tomas.,Inihahanda na ang reklamong paglabag sa Comprehensive Dangerous Drugs Act laban sa mga suspek.",Aug 30 2022 10:18 PM,https://news.abs-cbn.com/news/08/30/22/pulis-2-magsasaka-tiklo-buy-bust-sa-tuguegarao
"Pulis, 3 kasabwat tiklo sa pagnanakaw umano ng kable sa QC",,Aug 31 2022 06:55 AM,https://news.abs-cbn.com/video/news/08/31/22/pulis-3-kasabwat-tiklo-sa-pagnanakaw-umano-ng-kable
"Sunog, sumiklab sa bahagi ng isang restaurant sa Tomas Morato",,Aug 31 2022 06:55 AM,https://news.abs-cbn.com/video/news/08/31/22/sunog-sumiklab-sa-bahagi-ng-isang-restaurant-sa-tomas-morato
3 mangingisda nasagip sa lumubog na bangka sa Davao gulf,"Nailigtas ang tatlong mangingisda nang lumubog ang kanilang sinasakyang motorbanca sa Davao gulf na bahagi ng Davao City, Linggo ng hapon.,Ayon sa civil relations office ng Coast Guard, nakatanggap sila ng distress call kaya agad rumesponde ang mga kawani ng PCG District Southeastern Mindanao at nasagip sina Jun Mahinay, 52; Efren Bello, 35; at Jason Modelo, 30.,Napag-alamang inabisuhan na ng Coast Guard auxiliary ang mga sakay na huwag nang tumuloy dahil sa malalakas na alon, pero nagpumilit ang mga mangingisda.,Tinatayang nasa 300 hanggang 500 metro pa lamang ang layo ng bangka mula sa dalampasigan kaya mabilis silang na-rescue.,Ayon naman sa Coast Guard, walang weather disturbance noong panahong iyon at sadyang biglang lumakas ang alon sa dagat.,Ito na ang ikatlong beses na may lumubog na bangka sa karagatan ng timog Mindanao ngayong buwan.,Tatlong tao ang nasagip ng Coast Guard sa bangkang lumubog sa bayan ng Glan, Sarangani noong Agosto 12. ,Pitong tao naman ang nasagip noong Agosto 15 sa lumubog na bangka sa bayan ng Sarangani, Davao Occidental.",Aug 31 2022 05:11 AM,https://news.abs-cbn.com/news/08/31/22/3-mangingisda-nasagip-sa-lumubog-na-bangka
2 anggulo tinitingnan sa pagliyab ng ferry sa Batangas,,Aug 31 2022 07:10 AM,https://news.abs-cbn.com/video/news/08/31/22/2-anggulo-tinitingnan-sa-pagliyab-ng-ferry-sa-batangas
2 sugatan matapos mahulugan ng bato sa kalsada sa Southern Leyte,"Sugatan ang isang babaeng motorista at backrider niya matapos sila mahulugan ng malaking bato habang bumabaybay sa isang national highway sa bayan ng Tomas Uppos, Southern Leyte nitong Martes.,Habang dumadaan ang mga biktima sa Brgy. San Miguel, nahulog ang isang malaking batong naging dahilan sa pagkatumba ng minanehong motorsiklo.,Agad na isinugod ng mga rescuer sa hospital ang motorista at backrider, na ngayo'y patuloy na nagpapagaling sa ospital.,Napag-alaman ng MDRRMO Tomas Uppos na nagpapatuloy ang isinasagawang pagtibag sa bundok sa lugar na bahagi ng proyektong pagpapalapad ng kalsada .,Pinaalalahanan ang mga motorista na mag-ingat sa pagdaan sa lugar.",Aug 31 2022 05:50 AM,https://news.abs-cbn.com/news/08/31/22/2-sugatan-matapos-mahulugan-ng-bato-sa-southern-leyte
Restaurant sa Quezon City 2 beses nasunog,"Dalawang beses nasunog ang bahagi ng isang restaurant sa Tomas Morato, Barangay South Triangle sa Quezon City ngayong Miyerkoles.,Pasado alas-3 ng madaling araw nang sumiklab umano ang sunog sa kusina ng Annabel's, na agad naapula ng mga bombero kaya hindi na umabot sa unang alarma.,Nagmula ang apoy sa exhaust vent ng kusina, base sa paunang imbestigasyon ng mga tauhan ng Bureau of Fire Protection (BFP).,Pero sumiklab muli ang sunog sa resaurant pasado alas-7 ng umaga.,Kinailangan pang akyatin ng mga bombero ang bubong ng restaurant para apulahin ang apoy.,Pansamantalang isinara sa mga motorista ang bahagi ng Tomas Morato mula Scout Lascano hanggang Scout De Guia.,Dahil sa sunog, tigil-operasyon muna ang restaurant.,Ayon sa security guard na si Regino Anoba, gawa sa light materials ang gusali ng restaurant, na itinayo pa noong dekada '80.,Itinaas sa unang alarma ang ikalawang sunog, na idineklarang fire out bago mag-alas-10 ng umaga.,Wala namang nasaktan o nasawi sa insidente, at inaalam pa ng BFP ang halaga ng pinsala sa sunog.",Aug 31 2022 12:44 PM,https://news.abs-cbn.com/news/08/31/22/restaurant-sa-quezon-city-nasunog
Kilalanin ang Jericho Rosales look-alike ng Davao de Oro,"
 ,
MAYNILA -- Kamakailan lang ay nag-viral sa social media ang mga retrato ng ka-look-alike ng aktor na si Jericho Rosales mula sa Casoon, Monkayo, Davao de Oro na si Junrey Baug.,Isang mister at ama ang tinagurian ngayong Kuya J ng Monkayo.,Sa programang ""Sakto"" ng TeleRadyo nitong Miyerkoles, ibinahagi ni Baug na bata pa lang siya ay marami na ang nagsasabing kahawig niya ang magaling na aktor na si Rosales.,""Nung nag-high school ako, marami na po ang nagsasabi na classmate ko, schoolmate,"" ani Baug na inamin ang pangarap na makilala ang kanyang idolong aktor. ,""Pangarap na pangarap,"" hirit ni Baug.,Mula sa pagiging construction worker, ngayon ay may mga alok na kay Baug para maging endorser, ayon na rin sa nakadiskubre at manager nito.,Sa huli, nagpasalamat din si Baug sa lahat ng mga natuwa sa nag-viral niyang mga retrato.,""Sa mga nagsusuporta sa akin, maraming-maraming salamat sa inyo, kung hindi dahil sa inyo eh wala ako ngayon,"" ani Baug.",Aug 31 2022 12:46 PM,https://news.abs-cbn.com/life/08/31/22/kilalanin-ang-jericho-rosales-look-alike-ng-davao-de-oro
